loss,mae,val_loss,val_mae,epoch
0.002069217851385474,0.020523490384221077,0.004566761665046215,0.028322909027338028,62
0.002169994870200753,0.021068764850497246,0.004847461357712746,0.030059421434998512,63
0.0020195504184812307,0.02019662782549858,0.004571572411805391,0.02797609567642212,64
0.0019747482147067785,0.02004118636250496,0.004411798901855946,0.027599655091762543,65
0.0019921085331588984,0.020096130669116974,0.004716638475656509,0.02919617109000683,66
0.002020958112552762,0.020222090184688568,0.00485990708693862,0.029632052406668663,67
0.0019385934574529529,0.019618963822722435,0.0047701275907456875,0.029330698773264885,68
0.0019565655384212732,0.019876381382346153,0.004712328780442476,0.02923908829689026,69
0.0018882711883634329,0.019503481686115265,0.004835166502743959,0.02913736179471016,70
0.0018484210595488548,0.019153397530317307,0.004638629965484142,0.028381673619151115,71
0.0018863251898437738,0.019361263141036034,0.004583021625876427,0.028711915016174316,72
0.001810002257116139,0.019092123955488205,0.004736253526061773,0.02899058908224106,73
0.0018459304701536894,0.01928243599832058,0.004727190360426903,0.02877453900873661,74
0.0017646640771999955,0.01863858476281166,0.004710364621132612,0.028342310339212418,75
0.0016857021255418658,0.018284669145941734,0.0043955291621387005,0.026548080146312714,76
0.001734242308884859,0.01845533959567547,0.004406446125358343,0.02748585306107998,77
0.001693463884294033,0.01825195737183094,0.00461634062230587,0.027809498831629753,78
0.0017146257450804114,0.018383795395493507,0.004338907077908516,0.02615671418607235,79
0.0017088333843275905,0.018282108008861542,0.004778274334967136,0.028157124295830727,80
0.0016503469087183475,0.01815957762300968,0.004451882094144821,0.026966221630573273,81
0.0016882580239325762,0.018183527514338493,0.005050946027040482,0.030516469851136208,82
0.001647402998059988,0.018010785803198814,0.004404717590659857,0.026805151253938675,83
0.0016015125438570976,0.017701253294944763,0.004599062725901604,0.02728883922100067,84
0.0015763062983751297,0.01753298006951809,0.004537471570074558,0.027144264429807663,85
0.0016207722947001457,0.017959514632821083,0.004470526706427336,0.026834087446331978,86
0.001556302304379642,0.01758037693798542,0.004430021159350872,0.02658013254404068,87
0.001556913717649877,0.01745726726949215,0.004591101314872503,0.027673082426190376,88
0.0015184303047135472,0.017187733203172684,0.004570484161376953,0.02733653038740158,89
0.0016001805197447538,0.017710190266370773,0.004519789479672909,0.027236467227339745,90
0.001562035526148975,0.017829284071922302,0.0046224105171859264,0.028757954016327858,91
0.0014612472150474787,0.017027506604790688,0.004435508046299219,0.026400689035654068,92
0.0014835635665804148,0.017162147909402847,0.004590542055666447,0.027524620294570923,93
0.0014722761698067188,0.016977014020085335,0.004679055418819189,0.02769305557012558,94
0.0014778865734115243,0.017086103558540344,0.0043807183392345905,0.026388181373476982,95
0.0014094861689954996,0.01663338765501976,0.0045846072025597095,0.026877818629145622,96
0.0014864068944007158,0.01696641929447651,0.004458494484424591,0.02636813186109066,97
0.0014429534785449505,0.016632461920380592,0.004527570679783821,0.026482854038476944,98
0.0014116483507677913,0.016523076221346855,0.004669899586588144,0.02756335400044918,99
