loss,mae,val_loss,val_mae,epoch
0.022932181134819984,0.10486572235822678,0.015637138858437538,0.08054044842720032,0
0.014336097054183483,0.07618597894906998,0.012827320024371147,0.07066906988620758,1
0.011845064349472523,0.06640805304050446,0.011197102256119251,0.06356901675462723,2
0.010324942879378796,0.060132671147584915,0.010597826912999153,0.06072190776467323,3
0.009305668994784355,0.05583125352859497,0.009283341467380524,0.05447908118367195,4
0.008533954620361328,0.05243612825870514,0.008631942793726921,0.0523928701877594,5
0.008036601357161999,0.05027413368225098,0.008534359745681286,0.051308244466781616,6
0.007451023440808058,0.047603704035282135,0.008180467411875725,0.049162257462739944,7
0.007002010941505432,0.045612189918756485,0.007474046666175127,0.04590378329157829,8
0.006704897154122591,0.04432598873972893,0.006990981288254261,0.04451778531074524,9
0.006335398647934198,0.04265473783016205,0.0072893076576292515,0.04425942525267601,10
0.0060972715727984905,0.041455116122961044,0.006987215485423803,0.04368061199784279,11
0.00583703862503171,0.04005036875605583,0.0067557054571807384,0.04318871349096298,12
0.005677687935531139,0.039339929819107056,0.006180567666888237,0.03982871398329735,13
0.005411660298705101,0.038203004747629166,0.006385104265064001,0.04080279916524887,14
0.00529622845351696,0.037534065544605255,0.006320782471448183,0.040395114570856094,15
0.005029088351875544,0.03618884086608887,0.0058244140818715096,0.03777041658759117,16
0.004900115542113781,0.03553434833884239,0.00619988888502121,0.039782293140888214,17
0.004773239605128765,0.03492944687604904,0.005904197692871094,0.03860080614686012,18
0.004658186808228493,0.034399472177028656,0.005811089649796486,0.03798187896609306,19
0.004563486203551292,0.03393186256289482,0.00579078309237957,0.03728896379470825,20
0.004343464970588684,0.03278864920139313,0.006060575135052204,0.03764157369732857,21
0.004272119607776403,0.03246259316802025,0.005564392078667879,0.03650529682636261,22
0.004205017350614071,0.03219906985759735,0.005227160640060902,0.03490113466978073,23
0.004115840420126915,0.03183775395154953,0.005409774370491505,0.03506014496088028,24
0.003916147630661726,0.030667584389448166,0.005369866266846657,0.03472413495182991,25
0.003883174154907465,0.03038075752556324,0.005306336097419262,0.03469280153512955,26
0.003788270289078355,0.02994767390191555,0.00517949927598238,0.03348880261182785,27
0.003690476296469569,0.029336655512452126,0.005142056383192539,0.03382256254553795,28
0.003725533140823245,0.029679259285330772,0.00523429224267602,0.03414589539170265,29
0.003546240972355008,0.028613274917006493,0.005182528402656317,0.03373242914676666,30
0.003475913777947426,0.028253668919205666,0.00513475900515914,0.03295145928859711,31
0.0033675595186650753,0.027658965438604355,0.0050042616203427315,0.03270312771201134,32
0.0032843751832842827,0.027272047474980354,0.005090911407023668,0.032424695789813995,33
0.0033207598607987165,0.027440562844276428,0.004978910554200411,0.032418880611658096,34
0.0032333917915821075,0.02712182141840458,0.0058973440900444984,0.03570222109556198,35
0.0030936573166400194,0.026379957795143127,0.004915958736091852,0.03120381198823452,36
0.003086207201704383,0.026203008368611336,0.004885661415755749,0.03159899264574051,37
0.0030252188444137573,0.02601235918700695,0.004845977760851383,0.03145727887749672,38
0.0029138086829334497,0.02520851232111454,0.0048698196187615395,0.03130433335900307,39
0.0029578539542853832,0.025353707373142242,0.005328572820872068,0.032653894275426865,40
0.0029079068917781115,0.02514079213142395,0.004802677780389786,0.030553078278899193,41
0.0027978571597486734,0.024489864706993103,0.004817082546651363,0.030282001942396164,42
0.0027958338614553213,0.024485023692250252,0.0049590193666517735,0.03146214783191681,43
0.0027510435320436954,0.024387631565332413,0.004755568690598011,0.030514104291796684,44
0.0026826923713088036,0.024144459515810013,0.004595073871314526,0.029544178396463394,45
0.002644968219101429,0.023853925988078117,0.004764963872730732,0.030446242541074753,46
0.002625566441565752,0.02368752472102642,0.00493970001116395,0.030838996171951294,47
0.0025163989048451185,0.022988080978393555,0.004747661296278238,0.02982373908162117,48
0.002602388383820653,0.023475421592593193,0.004714568145573139,0.029646119102835655,49
0.0024854675866663456,0.022884422913193703,0.004471031948924065,0.02844897285103798,50
0.0024393214844167233,0.022600222378969193,0.004599079955369234,0.029431840404868126,51
0.0024131520185619593,0.02243776246905327,0.004964458756148815,0.030693888664245605,52
0.002399029675871134,0.022446613758802414,0.0044040195643901825,0.0284776259213686,53
0.002294672653079033,0.021808722987771034,0.0049747261218726635,0.031046394258737564,54
0.002339940518140793,0.02200128510594368,0.004626610316336155,0.02958327904343605,55
0.0022393197286874056,0.021341733634471893,0.004537701606750488,0.028533127158880234,56
0.002204915275797248,0.021215161308646202,0.0044617243111133575,0.027765395119786263,57
0.0022233843337744474,0.02143770642578602,0.0045873140916228294,0.028726693242788315,58
0.002162159886211157,0.021038763225078583,0.004568758420646191,0.028540650382637978,59
0.0021215209271758795,0.020806260406970978,0.004587696399539709,0.028740812093019485,60
0.002138414653018117,0.02101167105138302,0.004817768465727568,0.02934996783733368,61
